name,url,remote_testing,adaptive_irt,test_types,solution_type,test_types_expanded,description,duration,languages,job_levels,assessment_length,downloads,name_verification
Manager 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/manager-7-0-solution/,Yes,No,"B, C",Pre-packaged Job Solutions,,"Our Manager 7.0 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees. Sample tasks for these jobs include, but are not limited to: planning projects with subordinates; collaborating with senior managers on developing new methods and procedures; coaching employees on performance-related issues; developing employees ' skills; coordinating activities with other managers to accomplish organizational goals; setting and meeting department goals; prioritizing multiple tasks and priorities; making selected strategic and day-to-day decisions; and solving employees' and customers' problems.
Report Language Availability: English (USA), Latin American Spanish.",Not specified,"French (Canada), Latin American Spanish, English International, English (USA),","Manager, Front Line Manager,",Approximate Completion Time in minutes = 35,"[{'title': 'Sample Report – Detailed', 'url': 'https://service.shl.com/docs/Manager%20Candidate%20Detailed%20Report%20NAS.pdf', 'language': 'Latin American Spanish'}, {'title': 'Sample Report – Development', 'url': 'https://service.shl.com/docs/Manager%20Candidate%20Development%20Report%20NAS.pdf', 'language': 'Latin American Spanish'}, {'title': 'Sample Report – Interview', 'url': 'https://service.shl.com/docs/Manager%20Candidate%20Interview%20Report%20NAS.pdf', 'language': 'Latin American Spanish'}, {'title': 'Sample Report – Detailed', 'url': 'https://service.shl.com/docs/Manager%207.0%20Detailed%20Report.pdf', 'language': 'English (USA)'}, {'title': 'Sample Report – Development', 'url': 'https://service.shl.com/docs/Manager%207.0%20Development%20Report.pdf', 'language': 'English (USA)'}, {'title': 'Sample Report – Interview', 'url': 'https://service.shl.com/docs/Manager%207.0%20Interview%20Report.pdf', 'language': 'English (USA)'}, {'title': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Manager_7.0_FactSheet(USE).pdf', 'language': 'English (USA)'}]",Manager 7.0 Solution
Manager 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/manager-7-1-%28americas%29/,Yes,No,"B, C, P",Pre-packaged Job Solutions,,"Our Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees. Sample tasks for these jobs include, but are not limited to: planning projects with subordinates; collaborating with senior managers on developing new methods and procedures; coaching employees on performance-related issues; developing employees ' skills; coordinating activities with other managers to accomplish organizational goals; setting and meeting department goals; prioritizing multiple tasks and priorities; making selected strategic and day-to-day decisions; and solving employees' and customers' problems.
Report Language Availability: English (USA), Danish, Finnish, Canadian French, Italian, Norwegian, French, German, English International,.
“IMPORTANT! Please note that you will need to select the correct package depending on which norm you intend to use. The package available for this product is International"".",Not specified,"Portuguese (Brazil), French (Canada),","Executive, Director, Front Line Manager, Manager,",Approximate Completion Time in minutes = 40,[],Manager 7.1 (Americas)
Manager 7.1 (International),https://www.shl.com/solutions/products/product-catalog/view/manager-7-1-solution/,Yes,No,"B, C, P",Pre-packaged Job Solutions,,"Our Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees. Sample tasks for these jobs include, but are not limited to: planning projects with subordinates; collaborating with senior managers on developing new methods and procedures; coaching employees on performance-related issues; developing employees ' skills; coordinating activities with other managers to accomplish organizational goals; setting and meeting department goals; prioritizing multiple tasks and priorities; making selected strategic and day-to-day decisions; and solving employees' and customers' problems.
Report Language Availability: English (USA), Danish, Finnish, Canadian French, Italian, Norwegian, French, German, English International,.
“IMPORTANT! Please note that you will need to select the correct package depending on which norm you intend to use. The package available for this product is International"".",Not specified,"English (USA), English International, French, German, Portuguese (Brazil), Danish, Finnish, Italian, Norwegian, Swedish, Dutch, French (Canada),","Director, Executive, Front Line Manager, Manager,",Approximate Completion Time in minutes = 40,"[{'title': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager7.1%20UKE%20CandidateReport_1099280.pdf', 'language': 'English International'}, {'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager7.1%20UKE%20DetailedReport_1099280.pdf', 'language': 'English International'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager7.1%20UKE%20InterviewReport_1099280.pdf', 'language': 'English International'}, {'title': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager%207.1(International)_Candidate%20Report_CFR.pdf', 'language': 'French (Canada)'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%207.1(International)_Interview%20Report_CFR.pdf', 'language': 'French (Canada)'}, {'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager7.1(International)_Detailed%20Report_CFR.pdf', 'language': 'French (Canada)'}, {'title': 'Candidate Report', 'url': 'https://service.shl.com/docs/Sample_Candidate_SampleCandidate2204@shl.com_Manager7.1CandidateReport_1099280.pdf', 'language': 'English (USA)'}, {'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/Sample_Candidate_SampleCandidate2204@shl.com_Manager7.1DetailedReport_1099280.pdf', 'language': 'English (USA)'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/Sample_Candidate_SampleCandidate2204@shl.com_Manager7.1InterviewReport_1099280.pdf', 'language': 'English (USA)'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%207.1(International)_Interview%20Report_DAN.pdf', 'language': 'Danish'}, {'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager%207.1(International)_Detailed%20Report_DAN.pdf', 'language': 'Danish'}, {'title': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager7.1(International)_Candidate%20Report_DAN.pdf', 'language': 'Danish'}, {'title': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager7.1(International)_Candidate%20Report_FIN.pdf', 'language': 'Finnish'}, {'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager%207.1(International)_Detailed%20Report_FIN.pdf', 'language': 'Finnish'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%207.1(International)_Interview%20Report_FIN.pdf', 'language': 'Finnish'}, {'title': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager7.1%20FRENCH%20CandidateReport_1099280.pdf', 'language': 'French'}, {'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager7.1%20FRENCH%20DetailedReport_1099280.pdf', 'language': 'French'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager7.1%20FRENCH%20InterviewReport_1099280.pdf', 'language': 'French'}, {'title': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager7.1%20GERMAN%20CandidateReport_1099280.pdf', 'language': 'German'}, {'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager7.1%20GERMAN%20DetailedReport_1099280.pdf', 'language': 'German'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager7.1%20GERMAN%20InterviewReport_1099280.pdf', 'language': 'German'}, {'title': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager7.1_International_Candidate%20Report_ITA.pdf', 'language': 'Italian'}, {'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager%207.1(International)_Detailed%20Report_ITA.pdf', 'language': 'Italian'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%207.1(International)_Interview%20Report_ITA.pdf', 'language': 'Italian'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%207.1(International)_Interview%20Report_NOR.pdf', 'language': 'Norwegian'}, {'title': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager%207.1(International)_Candidate%20Report_NOR.pdf', 'language': 'Norwegian'}, {'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager%207.1(International)_Detailed%20Report_NOR.pdf', 'language': 'Norwegian'}, {'title': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager%207.1%20JFA%20Candidate%20Report%20Romanian.pdf', 'language': 'Romanian'}, {'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager%207.1%20JFA%20Detailed%20Report%20Romanian.pdf', 'language': 'Romanian'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager%207.1%20JFA%20Interview%20Report%20Romanian.pdf', 'language': 'Romanian'}]",Manager 7.1 (International)
Manager 8.0 JFA,https://www.shl.com/solutions/products/product-catalog/view/manager-8-0-jfa/,Yes,No,"B, K, P",Pre-packaged Job Solutions,,The Manager 8.0 Job-Focused Assessment is designed for candidates applying to their first leadership positions. It measures behaviors that underlie successful performance in first-line manager roles across a wide range of industries. It is most relevant to positions that supervise salaried employees. This JFA includes the Reskilling Potential Scale and the Management Potential Scale. •The Reskilling Potential scale measures tendency to learn from experiences in a way that supports professional success. •The Management Potential scale measures the potential for managerial success across industry type and functional area.,Not specified,"English (USA), English International,","Manager,",Approximate Completion Time in minutes = 26,"[{'title': 'Fact Sheet', 'url': 'https://service.shl.com/docs/Manager%208.0%20JFA%20-%20Fact%20Sheet.docx', 'language': 'English International'}, {'title': 'Fact Sheet', 'url': 'https://service.shl.com/docs/Manager%208.0%20JFA%20-%20Fact%20Sheet.pdf', 'language': 'English International'}, {'title': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager8.0_CandidateReport_UKE.pdf', 'language': 'English International'}, {'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager8.0_DetailedReport_UKE.pdf', 'language': 'English International'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager8.0_InterviewReport_UKE.pdf', 'language': 'English International'}, {'title': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager8.0_CandidateReport_USE.pdf', 'language': 'English (USA)'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager8.0_InterviewReport_USE.pdf', 'language': 'English (USA)'}, {'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager8.0_DetailedReport_USE.pdf', 'language': 'English (USA)'}]",Manager 8.0 JFA
Manager 8.0+ JFA,https://www.shl.com/solutions/products/product-catalog/view/manager-8-0-jfa-4310/,Yes,No,"B, K, P",Pre-packaged Job Solutions,,"The Manager 8.0+ Job-Focused Assessment is designed for candidates applying to their first leadership positions and includes SHL’s new innovative mobile-first ability assessment, Verify Interactive – Inductive Reasoning. It measures behaviors that underlie successful performance in first-line manager roles across a wide range of industries. It is most relevant to positions that supervise salaried employees. This JFA includes the Reskilling Potential Scale and the Management Potential Scale. •The Reskilling Potential scale measures tendency to learn from experiences in a way that supports professional success. •The Management Potential scale measures the potential for managerial success across industry type and functional area.",Not specified,"English (USA), English International,","Manager,",Approximate Completion Time in minutes = 44,"[{'title': 'Fact Sheet', 'url': 'https://service.shl.com/docs/Manager%208.0%2B%20JFA%20-%20Fact%20Sheet.docx', 'language': 'English International'}, {'title': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager8.0%2B_CandidateReport_UKE.pdf', 'language': 'English International'}, {'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager8.0%2B_DetailedReport_UKE.pdf', 'language': 'English International'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager8.0%2B_InterviewReport_UKE.pdf', 'language': 'English International'}, {'title': 'Fact Sheet', 'url': 'https://service.shl.com/docs/Manager%208.0%2B%20JFA%20-%20Fact%20Sheet.pdf', 'language': 'English International'}, {'title': 'Candidate Report', 'url': 'https://service.shl.com/docs/Manager8.0%2B_CandidateReport_USE.pdf', 'language': 'English (USA)'}, {'title': 'Detailed Report', 'url': 'https://service.shl.com/docs/Manager8.0%2B_DetailedReport_USE.pdf', 'language': 'English (USA)'}, {'title': 'Interview Report', 'url': 'https://service.shl.com/docs/Manager8.0%2B_InterviewReport_USE.pdf', 'language': 'English (USA)'}]",Manager 8.0+ JFA
Manufacturing Production Team Member,https://www.shl.com/solutions/products/product-catalog/view/manufacturing-production-team-member/,Yes,No,"A, B",Pre-packaged Job Solutions,,"The Manufacturing Production Team Member solution is designed for entry-level positions to measure the behaviors and experiences that underlie successful and safe performance in the workplace for production workers. This solution measures a candidate’s error checking abilities and general tendency to behave safely and efficiently in the workplace. The solution uses a variety of assessment types including measures of personality traits, safety-related situational judgment, and error checking. The Manufacturing Production Team Member solution is designed for selection to job titles, such as: Production Worker, Material Handler, Driver, Forklift Operator, Crewman, Mechanic, and Receiver.",Not specified,"English (USA),","Entry-Level,",Approximate Completion Time in minutes = 35,"[{'title': 'Fact Sheet Manufacturing Production Team Member_USE', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Manufacturing%20Production%20Team%20Member_USE.pdf', 'language': 'English (USA)'}]",Manufacturing Production Team Member
Manufacturing Skilled Maintenance Worker,https://www.shl.com/solutions/products/product-catalog/view/manufacturing-skilled-maintenance-worker/,Yes,No,"A, B",Pre-packaged Job Solutions,,"The Manufacturing Skilled Maintenance solution is designed for entry-level positions to measure the behaviors and experiences that underlie successful and safe performance in the workplace. This solution measures a candidate’s mechanical comprehension abilities and general tendency to behave safely and efficiently in the workplace. This solution uses a variety of assessment types including measures of personality traits, safety-related situational judgment, and mechanical comprehension. The Manufacturing Skilled Maintenance solution is designed for selection to job titles, such as: Industrial Machinery Mechanic, Automotive Service Technician, Small Engine Mechanic, Mobile Equipment Service Technician, and Diesel Service Technician.",Not specified,"English (USA),","Entry-Level,",Approximate Completion Time in minutes = 45,"[{'title': 'Skilled Maintenance Worker - Fact Sheet', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Manufacturing%20Skilled%20Maintenance_USE.pdf', 'language': 'Arabic'}]",Manufacturing Skilled Maintenance Worker
Network Engineer/Analyst Solution,https://www.shl.com/solutions/products/product-catalog/view/network-engineeranalyst-solution/,Yes,Yes,"P, S, K, B, A",Pre-packaged Job Solutions,,"The Network Engineer/Analyst solution is designed for use with professional level telecommunications engineers and network analysts. The solution is focused on positions that involve the design and monitoring of complex telecommunications networks, and places an emphasis on reasoning ability, attention to detail, and multitasking. Sample tasks may include: designing networks or network elements, ensuring proper network operation and performance, and monitoring and troubleshooting electronic data and communication networks. Potential job titles that use this solution are: Network Engineer, Network Analyst, and Communications Engineer. There are multiple configurations of this solution available.",Not specified,"English (USA),","Professional Individual Contributor,",Approximate Completion Time in minutes = 41,"[{'title': 'Fact Sheet Telecommunications Suite Network Engineer Analyst One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Telecommunications%20Suite%20Network%20Engineer%20Analyst%20One%20Sitting_USE.pdf', 'language': 'English (USA)'}]",Network Engineer/Analyst Solution
Nurse Leader Solution,https://www.shl.com/solutions/products/product-catalog/view/nurse-leader-solution/,Yes,Yes,"S, A, B, P",Pre-packaged Job Solutions,,"The Nurse Leader solution is an assessment used for job candidates applying to entry-level nurse leadership positions who tend to supervise hourly employees. Sample tasks for these jobs include, but are not limited to: planning and preparing work schedules; assigning nurses to specific duties; coaching nurses on attendance, conduct, schedule adherence, and work related tasks; developing nurses' skills; training subordinates; prioritizing multiple tasks and priorities; and making day-to-day decisions with minimal guidance from others in a healthcare setting. Potential job titles that use this solution are: Nurse Leader or Nurse Manager. There are multiple configurations and versions of this solution available.",Not specified,"English (USA),","Front Line Manager, Manager, Supervisor,",Approximate Completion Time in minutes = 59,"[{'title': 'Fact Sheet Nurse Leader One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Nurse%20Leader%20One%20Sitting_USE.pdf', 'language': 'English (USA)'}]",Nurse Leader Solution
Nurse Solution,https://www.shl.com/solutions/products/product-catalog/view/nurse-solution/,Yes,Yes,"P, A, B",Pre-packaged Job Solutions,,"The Nurse solution is for professional-level healthcare nursing positions that require licensing or registration. Sample tasks for these jobs include, but are not limited to: assessing the health conditions of patients, documenting patients' medical information, creating a nursing care plan, and educating patients' about healthcare issues. Potential job titles that use this solution are: Registered Nurse, Charge Nurse, Licensed Practical Nurse, and Clinic Nurse. Multiple configurations of this solution are available.",Not specified,"English (USA),","Professional Individual Contributor,",Approximate Completion Time in minutes = 66,"[{'title': 'Fact Sheet Nurse One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Nurse%20One%20Sitting_USE.pdf', 'language': 'English (USA)'}]",Nurse Solution
Nursing Assistant Solution,https://www.shl.com/solutions/products/product-catalog/view/nursing-assistant-solution/,Yes,No,"A, B, P",Pre-packaged Job Solutions,,"The Nursing Assistant solution is for entry-level positions in a clinic or hospital environment. Sample tasks for this job include, but are not limited to: turning and re-positioning bedridden patients, feeding patients who cannot feed themselves, and observing patients' conditions, including measuring and recording food intake. Potential job titles that use this solution are: Certified Nursing Assistant, Nursing Aide, Patient Care Technician, and Hospital Attendant. Multiple configurations of this solution are available.",Not specified,"English (USA),","Entry-Level,",Approximate Completion Time in minutes = 41,"[{'title': 'Fact Sheet Nursing Assistant One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Nursing%20Assistant%20One%20Sitting_USE.pdf', 'language': 'English (USA)'}]",Nursing Assistant Solution
Personal Banker - Short Form,https://www.shl.com/solutions/products/product-catalog/view/personal-banker-short-form/,Yes,No,"A, B, K, P, S",Pre-packaged Job Solutions,,"The Personal Banker – Loan Officer solution is for entry to mid-level financial institution positions. Sample tasks for this job would include, but are not limited to: acquiring, retaining and expanding new and existing customer relationships, discovering customer needs, making the best recommendation, completing sales, proactively contacting & meeting customers, and asking for referrals.",Not specified,"English (USA),","Entry-Level, Mid-Professional,",Approximate Completion Time in minutes = 30,"[{'title': 'Fact Sheet Personal Banker Loan Officer One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Personal%20Banker%20Loan%20Officer%20One%20Sitting_USE.pdf', 'language': 'English (USA)'}]",Personal Banker - Short Form
Phone Banker - Short Form,https://www.shl.com/solutions/products/product-catalog/view/phone-banker-short-form/,Yes,No,"A, B, P",Pre-packaged Job Solutions,,"This solution is for entry to mid-level financial institution positions. Candidates are asked to answer multiple choice questions to assess learning potential, dependability, persistence and planfulness, sales focus, customer focus, and working with information.",Not specified,"English (USA),","Entry-Level, Mid-Professional,",Approximate Completion Time in minutes = 40,"[{'title': 'Fact Sheet Phone Banker One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Phone%20Banker%20One%20Sitting_USE.pdf', 'language': 'English (USA)'}]",Phone Banker - Short Form
Prep/Line Cook Solution,https://www.shl.com/solutions/products/product-catalog/view/prepline-cook-solution/,Yes,Yes,"A, B, P",Pre-packaged Job Solutions,,"The Prep/Line Cook solution is for entry-level food preparation positions in the hospitality industry. Sample tasks include preparing ingredients and final food items for consumption. The solution is focused on work ethic and performing quality work with no direct customer contact or sales requirements. Potential job titles that use this solution are: Cook, Line Cook, Food Preparer, Prep Cook and Chef. Multiple configurations of this solution are available.",Not specified,"English (USA),","Entry-Level,",Approximate Completion Time in minutes = 24,"[{'title': 'Fact Sheet Hospitality Suite Prep Line Cook One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact%20Sheet%20Hospitality%20Suite%20Prep%20Line%20Cook%20One%20Sitting_USE.pdf', 'language': 'English (USA)'}]",Prep/Line Cook Solution
Professional + 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/professional-7-0-solution-3958/,Yes,Yes,"A, B, C",Pre-packaged Job Solutions,,"Our Professional + 7.0 solution is designed for all non-managerial professional individual contributor positions, and includes SHL’s new innovative mobile-first ability assessment, Verify Interactive – Deductive Reasoning. Sample tasks for these jobs include, but are not limited to: gathering requirements, analyzing data, managing projects, producing products or services.
Report Language Availability: English (USA).",Not specified,"English International, English (USA),","Mid-Professional, Professional Individual Contributor,",Approximate Completion Time in minutes = 51,"[{'title': 'Professional + 7.0 Detailed Report', 'url': 'https://service.shl.com/docs/Professional_plus_7.0%20Detailed%20Report%20(1).pdf', 'language': 'English (USA)'}, {'title': 'Professional + 7.0 Development Report', 'url': 'https://service.shl.com/docs/Professional_plus_7.0%20Development%20Report%20(1).pdf', 'language': 'English (USA)'}, {'title': 'Professional + 7.0 Interview Report', 'url': 'https://service.shl.com/docs/Professional_plus_7.0%20Interview%20Report%20(1).pdf', 'language': 'English (USA)'}, {'title': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/ProfessionalPlus_7.0_FactSheet(USE).pdf', 'language': 'English (USA)'}]",Professional + 7.0 Solution
Professional + 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/professional-7-1-%28americas%29/,Yes,Yes,"B, C, P",Pre-packaged Job Solutions,,"Our Professional + 7.1 solution is designed for all non-managerial professional individual contributor positions, and includes SHL’s new innovative mobile-first ability assessment, Verify Interactive – Deductive Reasoning. Sample tasks for these jobs include, but are not limited to: gathering requirements, analyzing data, managing projects, producing products or services.",Not specified,"Latin American Spanish,","General Population, Mid-Professional, Professional Individual Contributor,",Approximate Completion Time in minutes = 56,[],Professional + 7.1 (Americas)
